-41.3211 73.1111 [61, 17, 8, 17, 24, 154]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-169.4409 43.1234 [91, 26, 39, 58, 41, 67]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-174.5362 79.9987 [89, 27, 108, 0, 92, 127]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-169.4409 43.1234 [91, 26, 39, 58, 41, 67]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-174.5362 79.9987 [89, 27, 108, 0, 92, 127]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-169.4409 43.1234 [91, 26, 39, 58, 41, 67]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-174.5362 79.9987 [89, 27, 108, 0, 92, 127]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-169.4409 43.1234 [91, 26, 39, 58, 41, 67]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
-175.3793 34.9818 [92, 23, 67, 68, 7, 25]
-92.7776 20.0576 [76, 32, 12, 20, 0, 8]
-227.7535 79.136 [97, 21, 178, 31, 65, 105]


-84.2825 11.1925 [7, 46, 1, 0, 18, 34]
-158.9873 33.8498 [88, 26, 99, 25, 6, 29]
-19.6501 7.9726 [34, 17, 5, 0, 13, 25]
-131.6627 32.8027 [85, 33, 33, 63, 15, 40]
-91.1028 19.1253 [6, 34, 87, 2, 23, 51]
-228.059 121.999 [97, 22, 169, 37, 105, 164]
-105.1506 27.4131 [78, 29, 21, 7, 12, 51]
-65.1385 9.2685 [10, 35, 40, 38, 4, 10]
