1897.8127 2021.4273 [2, 8, 113, 97, 52, 0]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-442.031 1160.3735 [189, 134, 25, 3, 199, 7]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-499.3466 1196.6866 [191, 194, 46, 13, 17, 52]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]
-172.4621 83.3321 [89, 18, 77, 4, 97, 138]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]
-172.4621 83.3321 [89, 18, 77, 4, 97, 138]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]
-172.4621 83.3321 [89, 18, 77, 4, 97, 138]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]
-172.4621 83.3321 [89, 18, 77, 4, 97, 138]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
-373.2154 1111.7454 [188, 57, 62, 101, 6, 18]
-429.2829 1124.3454 [190, 101, 69, 24, 13, 27]
-52.7065 18.8365 [14, 32, 63, 35, 4, 58]
-87.7502 22.3927 [75, 38, 23, 23, 5, 19]
-398.7097 1120.7597 [188, 73, 158, 0, 2, 26]
-102.7 38.98 [6, 40, 110, 0, 155, 56]
-61.9162 20.3187 [13, 47, 121, 26, 4, 19]
-499.7404 1131.7104 [194, 74, 120, 40, 1, 66]
-172.4621 83.3321 [89, 18, 77, 4, 97, 138]


-49.8474 10.3074 [15, 28, 39, 29, 7, 32]
-160.0742 59.2042 [88, 21, 27, 5, 12, 118]
-504.4057 1203.3657 [192, 168, 165, 43, 23, 88]
-14.8141 10.2541 [42, 32, 8, 7, 6, 16]
