-9.69403800476 15.7604480606 [21, 66, 50]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
-15.2056532224 -4.18080993684 [84, 95, 61]
-11.4448853448 -8.88771934462 [20, 75, 77]


-12.0321391704 -8.36034952764 [32, 74, 80]
-13.4006739561 -7.49448595815 [60, 73, 82]
-14.1396093372 -6.59966092563 [144, 78, 100]
-12.8204218169 -7.75208988364 [81, 75, 46]
-16.818679023 -1.20067381107 [95, 84, 92]
-14.7621771527 -6.14935135352 [132, 78, 95]
