0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.86 -0.40042734048 [172, 14, 12]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.015 2.00434103167 [3, 19, 34]
0.84 -0.410413602704 [168, 14, 9]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.0 2.1025 [0, 7, 42]
0.02 1.77874492152 [4, 17, 27]
0.84 -0.410413602704 [168, 14, 9]
0.005 1.80174988423 [1, 0, 40]
0.66 0.168370277837 [132, 15, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.02 1.77874492152 [4, 17, 27]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.43 0.461666584427 [86, 10, 19]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
0.63 0.16935819917 [126, 24, 8]
0.21 0.961594383113 [42, 10, 17]
0.67 -0.320251147319 [134, 0, 3]
0.275 0.783925838698 [55, 6, 23]
0.44 0.216507530787 [88, 5, 14]
0.22 0.828621956061 [44, 2, 22]
0.84 -0.410413602704 [168, 14, 9]
0.66 0.168370277837 [132, 15, 26]
0.0 1.6975 [0, 5, 26]
0.42 0.406324053031 [84, 6, 13]

0.04 1.25376426643 [8, 8, 16]
