
-196.282906326 156.381226008 [45, 58]
193.977006984 2.08799603096 [93, 83]
83.7999167422 8.65287454899 [78, 83]

37.1756531684 17.157077097 [76, 75]
107.895715818 4.6294460686 [80, 84]
217.344105049 -0.0471278010866 [87, 91]
22.1654547157 40.9289499566 [73, 65]
160.540378335 4.09366224855 [89, 81]
175.726104952 3.36600617829 [90, 82]
11.1427837584 65.5465161819 [66, 61]
23.0005053785 40.8854439406 [65, 74]
57.0846212333 13.5932512687 [81, 74]
13.1894658883 46.9448165433 [65, 70]
23.5094303 29.2810267652 [74, 70]
66.9605393584 11.087866096 [79, 78]
191.240034119 0.801650987156 [93, 83]
81.1666881386 7.37304095633 [78, 83]

37.1061284865 17.2520386181 [76, 75]
108.01739805 4.70202199056 [80, 84]
217.761704562 0.0170915602533 [87, 91]
22.055346731 41.0663893904 [73, 65]
160.804396744 4.16528077946 [89, 81]
176.031181243 3.436324462 [90, 82]
11.0028736098 65.7279446962 [66, 61]
22.892655133 41.0228056336 [65, 74]
57.0689247324 13.6818445965 [81, 74]
13.0550893855 47.0930057172 [65, 70]
23.4029560426 29.397652548 [74, 70]
66.9715445282 11.1719825559 [79, 78]
191.587055657 0.867387029637 [93, 83]
81.2161026899 7.45051940258 [78, 83]

34.6289472377 16.84510892 [76, 75]
105.771564661 4.25555606091 [80, 84]
215.87391173 -0.444133273685 [87, 91]
19.5290623401 40.7344818786 [73, 65]
158.730780822 3.71712395764 [89, 81]
174.007242671 2.98587121409 [90, 82]
8.4405305498 65.4737283135 [66, 61]
20.3691024588 40.6907608202 [65, 74]
54.6568720621 13.2636677406 [81, 74]
10.4994416749 46.7800838137 [65, 70]
20.881068224 29.0289850944 [74, 70]
64.591799133 10.7458988988 [79, 78]
189.61386809 0.4088408757 [93, 83]
78.8828301341 7.01271204553 [78, 83]

33.4314670914 16.9200179506 [76, 75]
104.683161293 4.30569824675 [80, 84]
214.954318701 -0.40323656922 [87, 91]
18.3084308555 40.8563873674 [73, 65]
157.723575207 3.76620691092 [89, 81]
173.023459124 3.03351560767 [90, 82]
7.20289798531 65.644302177 [66, 61]
19.1497589346 40.8125802985 [65, 74]
53.4900989885 13.3315311677 [81, 74]
9.26496585947 46.9138825353 [65, 70]
19.6625096523 29.1278629009 [74, 70]
63.4402584177 10.8088092358 [79, 78]
188.654012824 0.451415596742 [93, 83]
77.7532006118 7.06827825676 [78, 83]

35.3818066889 17.5131753169 [76, 75]
106.645194726 4.90956468203 [80, 84]
216.934449847 0.204627569396 [87, 91]
159.694313638 4.37053135346 [89, 81]
174.996708574 3.63846207676 [90, 82]
9.14893294738 66.1960945125 [66, 61]
55.4437306108 13.9277350203 [81, 74]
21.6105894871 29.7106562795 [74, 70]
65.3955230612 11.4071547817 [79, 78]
190.629827561 1.05855416876 [93, 83]
79.7108142969 7.66979936858 [78, 83]
9.5625 30.640625 [72, 71]

37.0196064918 17.3773918772 [76, 75]
108.116797648 4.7872115358 [80, 84]
218.14884173 0.0872879615988 [87, 91]
176.308905543 3.51746340597 [90, 82]
10.8479117356 66.0084349945 [66, 61]
57.0347430062 13.7957721933 [81, 74]
23.2805058283 29.5618753144 [74, 70]
66.9633263881 11.2778778622 [79, 78]
191.905565758 0.940304624503 [93, 83]
81.2452322234 7.54450494124 [78, 83]
11.260514288 30.4908530686 [72, 71]
131.3325 2.583125 [82, 87]

34.0559075187 17.1903519011 [76, 75]
105.21280849 4.58586670495 [80, 84]
215.337261188 -0.119396882063 [87, 91]
7.86223289203 65.876649192 [66, 61]
54.0878534187 13.6046628117 [81, 74]
20.3052682959 29.3886792438 [74, 70]
64.0247751592 11.0839076707 [79, 78]
189.071945229 0.734588971049 [93, 83]
78.3186754199 7.34629292348 [78, 83]
8.27518196194 30.3187124946 [72, 71]
128.44800817 2.37927590495 [82, 87]

34.0666317509 17.645454672 [76, 75]
105.272068224 5.04519121335 [80, 84]
215.471635849 0.34150360407 [87, 91]
7.85509064742 66.3154450081 [66, 61]
54.1122412663 14.0609665708 [81, 74]
20.3066133371 29.8396963153 [74, 70]
64.0559408944 11.5410557297 [79, 78]
189.188404547 1.19520342375 [93, 83]
78.3595908996 7.80469285663 [78, 83]
8.26832138628 30.7694180614 [72, 71]
128.52311643 2.83933948735 [82, 87]
27.3825 21.595625 [72, 77]

33.3205620488 17.4610590399 [76, 75]
104.601757446 4.85908499023 [80, 84]
214.918571747 0.154758816062 [87, 91]
7.08113321288 66.1376567337 [66, 61]
53.3874990625 13.8760843145 [81, 74]
19.5459036827 29.6569561534 [74, 70]
63.3417782759 11.3558313745 [79, 78]
188.607376438 1.00857453262 [93, 83]
77.6606466296 7.6189612589 [78, 83]
7.49480360801 30.586804117 [72, 71]
127.877543573 2.65293380143 [82, 87]
26.6293187253 21.4117656365 [72, 77]

35.0784943036 18.0703114709 [76, 75]
106.184071849 5.49957031299 [80, 84]
216.229094946 0.806903400243 [87, 91]
8.9037124211 66.6262684702 [66, 61]
55.0959917373 14.4942217922 [81, 74]
21.3377730214 30.235982119 [74, 70]
65.0257462619 11.9802150789 [79, 78]
189.982723404 1.65860300915 [93, 83]
79.3093367435 8.25260646945 [78, 83]
9.31636364272 31.1635255356 [72, 71]
129.402512648 3.29888687716 [82, 87]
28.4037364188 22.0112265865 [72, 77]

38.6471587384 18.8327307469 [76, 75]
109.597403033 6.29626826153 [80, 84]
219.402027954 1.61639760246 [87, 91]
12.5295568143 67.2562823667 [66, 61]
58.6209270715 15.2663925701 [81, 74]
24.9364546642 30.9652272936 [74, 70]
68.5289896121 12.7592412055 [79, 78]
193.212992761 2.46577474432 [93, 83]
82.7813769641 9.04179726914 [78, 83]
12.9413065812 31.8902414276 [72, 71]
132.76512213 4.10158578508 [82, 87]
31.9869821548 22.7628995319 [72, 77]

43.4184185437 19.2598940108 [76, 75]
114.322189792 6.73573215258 [80, 84]
224.054891698 2.06045332664 [87, 91]
17.3179238831 67.6359330208 [66, 61]
63.3791038793 15.6970550825 [81, 74]
29.7166951036 31.380486297 [74, 70]
73.28067655 13.1923637047 [79, 78]
197.883010558 2.90899706981 [93, 83]
87.5237284605 9.47856727996 [78, 83]
17.7294039502 32.3045928182 [72, 71]
137.474733825 4.54320307233 [82, 87]
36.7626044355 23.1862065612 [72, 77]

44.3678994364 19.499968356 [76, 75]
115.309059981 6.98289352821 [80, 84]
225.099626629 2.31026029594 [87, 91]
18.2536413454 67.8486328827 [66, 61]
64.3391105305 15.9391455265 [81, 74]
30.6589507418 31.6137019791 [74, 70]
74.2459045432 13.4358714751 [79, 78]
198.913944415 3.15832387481 [93, 83]
88.496467164 9.72417657121 [78, 83]
18.665338396 32.5372855775 [72, 71]
138.473812918 4.79160513141 [82, 87]
37.7085755543 23.4240591293 [72, 77]

42.8737636321 19.8893737747 [76, 75]
113.844818232 7.38840390246 [80, 84]
223.681649775 2.72178266197 [87, 91]
16.7485011949 68.1758310277 [66, 61]
62.8533904399 16.3331324384 [81, 74]
29.1590380927 31.9875213966 [74, 70]
72.7643590988 13.8330791967 [79, 78]
197.484933117 3.56875508923 [93, 83]
87.0209267963 10.126159904 [78, 83]
17.1603717316 32.9099166763 [72, 71]
137.019332617 5.1999349026 [82, 87]
36.2116335625 23.80841566 [72, 77]

42.5750344502 19.3656163197 [76, 75]
113.501148737 6.84872161891 [80, 84]
223.268429368 2.17615562818 [87, 91]
16.4663150598 67.7135850848 [66, 61]
62.5420097525 15.8048447322 [81, 74]
28.8689933535 31.4791756201 [74, 70]
72.4467025848 13.3016067042 [79, 78]
197.088301003 3.02420700299 [93, 83]
86.6942427341 9.58996521347 [78, 83]
16.8779247916 32.4027459276 [72, 71]
136.660988548 4.65746475585 [82, 87]
35.9171229766 23.2896506234 [72, 77]

43.9218895366 20.0310223873 [76, 75]
114.917241424 7.51375231402 [80, 84]
224.791676143 2.84104619648 [87, 91]
17.7876829883 68.3804410723 [66, 61]
63.9083564673 16.4701440149 [81, 74]
30.2024686939 32.1449449644 [74, 70]
73.8227181948 13.9668309166 [79, 78]
198.585990911 3.68912300373 [93, 83]
88.0841666979 10.2550781165 [78, 83]
18.1996945308 33.0685429691 [72, 71]
138.099689717 5.32242973678 [82, 87]
37.2574786543 23.9551743698 [72, 77]

47.8122273416 20.4922526151 [76, 75]
118.649913973 7.99425107115 [80, 84]
228.280341438 3.32873790976 [87, 91]
21.7360591895 68.7672443535 [66, 61]
67.7543086704 16.9368557006 [81, 74]
34.1232743527 32.5875275581 [74, 70]
77.6466527539 14.4373960912 [79, 78]
202.132853341 4.17550922526 [93, 83]
91.8764296776 10.7313569985 [78, 83]
22.1471557439 33.5097038171 [72, 71]
141.780879083 5.80630171851 [82, 87]
41.1626166683 24.4103639325 [72, 77]

44.1378973857 19.9687147337 [76, 75]
115.130855825 7.45554468416 [80, 84]
18.0045718929 68.3022965975 [66, 61]
64.1236905179 16.4090027247 [81, 74]
30.4189390622 32.0786694032 [74, 70]
74.0377180051 13.9065095849 [79, 78]
198.79678461 3.63216812875 [93, 83]
88.2986857158 10.1959725671 [78, 83]
18.4165695454 33.0019648839 [72, 71]
138.312522575 5.26493987323 [82, 87]
37.4737111788 23.8915813627 [72, 77]
212.13 2.5325 [94, 84]
17.1225 55.030625 [73, 60]

45.8218037699 19.8732061796 [76, 75]
116.682200588 7.37910145734 [80, 84]
65.7702784242 16.3189178221 [81, 74]
32.1284621752 31.9647098692 [74, 70]
75.6657939408 13.8202375332 [79, 78]
200.191904144 3.5615502783 [93, 83]
89.9001328555 10.1153539671 [78, 83]
20.1485040862 32.8865985977 [72, 71]
139.820581363 5.19183429765 [82, 87]
39.1700612666 23.7900958471 [72, 77]
213.500223083 2.46355762689 [94, 84]
18.8568508926 54.8816953871 [73, 60]
113.7825 7.195625 [88, 77]
15.3 74.825 [58, 66]

48.1817324855 20.2836376463 [76, 75]
68.1019035233 16.7343645619 [81, 74]
34.5078194986 32.3580796386 [74, 70]
77.983378925 14.2392100319 [79, 78]
202.332806984 3.99499828154 [93, 83]
92.1975216454 10.5395542359 [78, 83]
22.544859007 33.2786675375 [72, 71]
142.047141217 5.62298189118 [82, 87]
41.5394277148 24.1950003928 [72, 77]
215.6222436 2.89855495094 [94, 84]
116.046003625 7.6239451478 [88, 77]
2.8125 46.953125 [65, 70]

47.2703376482 20.2843442262 [76, 75]
33.6052093269 32.353952966 [74, 70]
201.322379364 4.002225006 [93, 83]
91.2578493141 10.5441612541 [78, 83]
21.649934317 33.2741723647 [72, 71]
141.075443507 5.62955695357 [82, 87]
40.6323001583 24.1941413017 [72, 77]
214.603278317 2.90622056834 [94, 84]
115.09101008 7.62971924889 [88, 77]
1.93025216244 46.9431561079 [65, 70]
55.665 12.91625 [81, 75]

49.9336663217 20.785694343 [76, 75]
36.2887805491 32.8328173404 [74, 70]
203.757506306 4.53390879347 [93, 83]
93.8560180181 11.0636573811 [78, 83]
24.3512152329 33.7513223657 [72, 71]
143.599815972 6.15820901337 [82, 87]
43.3054619482 24.6882074467 [72, 77]
217.01873188 3.43994621765 [94, 84]
117.653874035 8.15464499618 [88, 77]
4.66074441217 47.3948407229 [65, 70]
58.3158934181 13.4313269137 [81, 75]

51.2632072394 21.0738730677 [76, 75]
37.6319101617 33.1098242706 [74, 70]
204.933856843 4.83715846984 [93, 83]
95.1418174601 11.3608517521 [78, 83]
25.7062332508 34.0274775283 [72, 71]
144.836076466 6.45995240908 [82, 87]
44.6416037747 24.9727672099 [72, 77]
218.181875803 3.74421037068 [94, 84]
118.915973623 8.4545370144 [88, 77]
6.03537181388 47.6583436876 [65, 70]
59.6370866274 13.7263256469 [81, 75]

51.9995268369 21.0624554031 [76, 75]
38.3843885223 33.0878609385 [74, 70]
205.488012732 4.83996710047 [93, 83]
95.8261226332 11.3579444489 [78, 83]
26.4728485045 34.0047101661 [72, 71]
145.461473249 6.46133917906 [82, 87]
45.3857727296 24.9579334097 [72, 77]
218.720327272 3.74797662128 [94, 84]
119.572096521 8.45417616793 [88, 77]
6.82530522943 47.6236332242 [65, 70]
60.3634796909 13.7213457612 [81, 75]

52.8786179641 20.7658585689 [76, 75]
39.2729425166 32.7887357884 [74, 70]
206.260425461 4.5467810098 [93, 83]
96.6747531628 11.0633879674 [78, 83]
27.3696813218 33.7053922504 [72, 71]
146.275605949 6.16781219837 [82, 87]
46.2694605839 24.6605175595 [72, 77]
219.483543207 3.45502011928 [94, 84]
120.404222996 8.16023019751 [88, 77]
7.7357935885 47.3214519591 [65, 70]
61.2367576584 13.4262923797 [81, 75]
78.9525 11.988125 [74, 85]

51.1727351111 20.2683072886 [76, 75]
37.5802210555 32.2905408632 [74, 70]
204.406169374 4.05009801812 [93, 83]
94.926504306 10.566356109 [78, 83]
25.6884744294 33.207148252 [72, 71]
144.479375919 5.67104242476 [82, 87]
44.569971071 24.1627577786 [72, 77]
217.616495793 2.95839557504 [94, 84]
118.633019538 7.66335375977 [88, 77]
6.07357945325 46.8224790246 [65, 70]
59.5227895947 12.9291340232 [81, 75]
77.2213946889 11.4910436358 [74, 85]

52.9775820886 20.463933032 [76, 75]
39.4064950614 32.4842771714 [74, 70]
205.969461542 4.24827264352 [93, 83]
96.6623785204 10.763506628 [78, 83]
27.5334944002 33.4007405046 [72, 71]
146.137135756 5.86896229971 [82, 87]
46.3852265434 24.3577714634 [72, 77]
219.158963408 3.1567417743 [94, 84]
120.33152317 7.86096051961 [88, 77]
7.94952004027 47.0139314682 [65, 70]
61.3144736759 13.1259132038 [81, 75]
78.9851789635 11.6880488293 [74, 85]

53.2496966204 20.7579222244 [76, 75]
39.6976940197 32.7602845154 [74, 70]
206.026430282 4.56651967283 [93, 83]
96.8730610326 11.072007185 [78, 83]
27.8413898403 33.6753768641 [72, 71]
146.278244079 6.18478485636 [82, 87]
46.6666116167 24.6459356634 [72, 77]
219.197384328 3.47662168054 [94, 84]
120.508920798 8.17380314409 [88, 77]
8.2849555675 47.2682031581 [65, 70]
61.5748644015 13.4308797159 [81, 75]
79.2207201487 11.9951663163 [74, 85]

53.9093429191 21.6103395594 [76, 75]
40.3542897385 33.6023269424 [74, 70]
206.720466894 5.43293294514 [93, 83]
97.542527028 11.9327970782 [78, 83]
28.4953166841 34.5166282803 [72, 71]
146.958831269 7.04979929135 [82, 87]
47.3247760512 25.4949921782 [72, 77]
219.894385745 4.34397706666 [94, 84]
121.183707268 9.03709826074 [88, 77]
8.9344802232 48.0977048605 [65, 70]
62.2363847103 14.2896305867 [81, 75]
79.8862125709 12.8551582257 [74, 85]

53.88596871 21.3035212081 [76, 75]
40.3117568629 33.3268018444 [74, 70]
206.913075413 5.08389943245 [93, 83]
97.5808238142 11.6007250489 [78, 83]
28.4360223759 34.2434890641 [72, 71]
147.066972893 6.70498501327 [82, 87]
47.2920952374 25.1983108805 [72, 77]
220.105614236 3.99210190888 [94, 84]
121.255418418 8.6974698662 [88, 77]
8.8475386947 47.8600056473 [65, 70]
62.2247799139 13.9637087463 [81, 75]
79.8995539817 12.5254931103 [74, 85]

56.3319958367 21.5710808676 [76, 75]
42.7666462927 33.5853200637 [74, 70]
209.259194521 5.36365615736 [93, 83]
99.9983235351 11.8755811572 [78, 83]
30.8986652105 34.5013179396 [72, 71]
149.4521642 6.98352269082 [82, 87]
49.7424273585 25.4629416798 [72, 77]
222.443120228 4.27267965945 [94, 84]
123.657461519 8.97450920623 [88, 77]
11.3229704176 48.1075949781 [65, 70]
64.665362815 14.236787904 [81, 75]
82.3285974132 12.7996537981 [74, 85]

56.6663011248 21.7343652356 [76, 75]
43.0990262211 33.7536905183 [74, 70]
209.615205101 5.52007930315 [93, 83]
100.338826481 12.0347610497 [78, 83]
31.2293606903 34.6700761711 [72, 71]
149.799686238 7.14063158803 [82, 87]
50.0757973747 25.6278736213 [72, 77]
222.801002031 4.4286409532 [94, 84]
124.001322458 9.13246096411 [88, 77]
11.6508874763 48.2821132666 [65, 70]
65.0008508761 14.3969673855 [81, 75]
82.6665924558 12.9592248858 [74, 85]

57.1132214418 22.1720428737 [76, 75]
43.5383103692 34.2003236329 [74, 70]
210.148210772 5.94567584254 [93, 83]
100.810327325 12.4652116118 [78, 83]
31.6619641476 35.1173920753 [72, 71]
150.299025501 7.56743558436 [82, 87]
50.5190083102 26.0684522727 [72, 77]
223.34142916 4.85342427303 [94, 84]
124.486141439 9.56074905215 [88, 77]
12.0724714378 48.7395713605 [65, 70]
65.4524621889 14.8291780035 [81, 75]
83.1281467075 13.3903642566 [74, 85]

56.6107261203 22.1082615093 [76, 75]
43.0433012064 34.1249107443 [74, 70]
209.561321217 5.8975856134 [93, 83]
100.283734353 12.4108168958 [78, 83]
31.1735044355 35.041092368 [72, 71]
149.745140988 7.51777708973 [82, 87]
50.0201495006 26.0009030231 [72, 77]
222.74726394 4.80639026721 [94, 84]
123.946491961 9.50916299411 [88, 77]
11.5948147468 48.6500988058 [65, 70]
64.9453680248 14.7724972973 [81, 75]
82.6113049306 13.3350749044 [74, 85]

59.0140427157 22.5165912718 [76, 75]
45.4539031886 34.5252280497 [74, 70]
211.882506955 6.31672432442 [93, 83]
102.663599574 12.8256127169 [78, 83]
33.5904802183 35.4407987822 [72, 71]
152.098446601 7.93583549006 [82, 87]
52.42700508 26.4066372515 [72, 77]
225.061369137 5.22625656506 [94, 84]
126.31365084 9.92589357888 [88, 77]
14.0223038236 49.0407310116 [65, 70]
67.3442091142 15.1857183979 [81, 75]
85.000659829 13.749254449 [74, 85]

59.9064735319 22.7307380879 [76, 75]
46.3629237591 34.7382802144 [74, 70]
212.587915341 6.53234784497 [93, 83]
103.502628623 13.0406429175 [78, 83]
34.514014745 35.6537674878 [72, 71]
152.876996039 8.15131141998 [82, 87]
53.3274946139 26.6204294691 [72, 77]
225.750654231 5.44197948758 [94, 84]
127.123745929 10.1411881044 [88, 77]
14.9697784607 49.2524600107 [65, 70]
68.2264486332 15.4005334623 [81, 75]
85.8612980822 13.9642004547 [74, 85]

59.8220081303 22.728644789 [76, 75]
212.397047723 6.5461785573 [93, 83]
103.387781483 13.0480755765 [78, 83]
34.4472451017 35.6389700583 [72, 71]
152.727740382 8.16355059181 [82, 87]
225.550613628 5.45688209888 [94, 84]
126.992437462 10.1514711054 [88, 77]
14.9166290062 49.2242942323 [65, 70]
68.1361851216 15.4056462042 [81, 75]
85.758745015 13.9707252001 [74, 85]
42.705 23.17625 [69, 81]
2.34 44.585 [70, 66]

60.9300618342 22.2306637528 [76, 75]
213.577364032 6.02214298387 [93, 83]
104.516468813 12.5345083653 [78, 83]
35.5432808079 35.1617752574 [72, 71]
153.879796107 7.64211906398 [82, 87]
226.73715973 4.93109270655 [94, 84]
128.132304431 9.63324022373 [88, 77]
69.2481765869 14.8958747934 [81, 75]
86.8790828788 13.4586434985 [74, 85]
43.8049467449 22.6789896294 [69, 81]
3.42082906963 44.1222087311 [70, 66]

61.4491520596 22.203841764 [76, 75]
213.90303018 6.00922793133 [93, 83]
104.980329366 12.516005693 [78, 83]
36.0945394018 35.1238583546 [72, 71]
154.281106875 7.62781406941 [82, 87]
227.046150698 4.91911377686 [94, 84]
128.566240634 9.61722684408 [88, 77]
69.7567266739 14.875346065 [81, 75]
87.3652923039 13.4393479168 [74, 85]
44.3457367286 22.6517829763 [69, 81]
4.01279100708 44.0766037622 [70, 66]

60.542954627 21.6418731518 [76, 75]
212.972365566 5.44104087448 [93, 83]
104.067145655 11.9503171235 [78, 83]
35.1924111075 34.5668507998 [72, 71]
153.360010928 7.06024852095 [82, 87]
226.113376757 4.3505081355 [94, 84]
127.649271642 9.05042519487 [88, 77]
68.8491959664 14.3105634403 [81, 75]
86.4549356141 12.8740138943 [74, 85]
43.4422842073 22.0899863656 [69, 81]
3.11581148285 43.523033903 [70, 66]

63.3501337996 21.7541514579 [76, 75]
215.515943288 5.57147722091 [93, 83]
106.799056939 12.0734578139 [78, 83]
38.0434298515 34.6646426733 [72, 71]
156.006678356 7.18887004471 [82, 87]
228.634229274 4.48216676095 [94, 84]
130.340401541 9.17681611049 [88, 77]
71.6420108687 14.4310587451 [81, 75]
89.217304302 12.9961192969 [74, 85]
46.2790361605 22.2017624223 [69, 81]
6.02230139965 43.610787605 [70, 66]

61.1371138945 21.4487008763 [76, 75]
213.969567095 5.20458771346 [93, 83]
104.77638828 11.7312536395 [78, 83]
35.7195403948 34.408207891 [72, 71]
154.19959 6.82812110935 [82, 87]
128.420868332 8.82361458473 [88, 77]
69.4653179658 14.0978054071 [81, 75]
87.1176093719 12.6574180868 [74, 85]
43.991227182 21.8980112346 [69, 81]
3.55812626377 43.3883176376 [70, 66]
220.905 0.22625 [89, 91]

63.5189745683 21.5875517901 [76, 75]
216.185313905 5.35939870672 [93, 83]
107.110817349 11.8796520877 [78, 83]
38.1290274742 34.534325899 [72, 71]
156.480300904 6.98133695723 [82, 87]
130.729598174 8.974869831 [88, 77]
71.8381266999 14.2438786835 [81, 75]
89.4712317993 12.8049065649 [74, 85]
46.3917237504 22.0364206943 [69, 81]
6.00256964106 43.505612556 [70, 66]
223.113208676 0.385952283102 [89, 91]

60.2637470942 21.3009770114 [76, 75]
212.935932577 5.08591255684 [93, 83]
103.857259165 11.600907103 [78, 83]
34.8728277272 34.2373090496 [72, 71]
153.228633255 6.70654265184 [82, 87]
127.476944438 8.69846766477 [88, 77]
68.5832177962 13.9632268592 [81, 75]
86.216998131 12.5254153269 [74, 85]
43.1358404118 21.7494838856 [69, 81]
2.74513965566 43.2013600193 [70, 66]
219.864092642 0.116477408809 [89, 91]

61.0394367004 21.6341740536 [76, 75]
104.578537434 11.9464842158 [78, 83]
35.6802090647 34.5539956228 [72, 71]
153.888288536 7.05836637702 [82, 87]
128.168741746 9.04774912248 [88, 77]
69.348523437 14.3057889746 [81, 75]
86.9602941304 12.8698125021 [74, 85]
43.9329082521 22.0821085044 [69, 81]
3.59262123702 43.5066058932 [70, 66]
220.44057673 0.476711946842 [89, 91]
160.2225 0.805625 [85, 88]
184.725 0.18125 [89, 87]

62.3653585599 21.661517186 [76, 75]
105.908406531 11.9687357054 [78, 83]
37.0038318663 34.5881291376 [72, 71]
155.222628037 7.07804877624 [82, 87]
129.500749522 9.06847709878 [88, 77]
70.6751985951 14.3292804644 [81, 75]
88.2885659649 12.8925492733 [74, 85]
45.2572792403 22.1096870616 [69, 81]
4.91333499027 43.5454447087 [70, 66]
161.557413758 0.822021091874 [85, 88]
186.062135145 0.197317933708 [89, 87]

64.2096155187 21.8051306784 [76, 75]
107.693379348 12.1160347979 [78, 83]
38.8826187081 34.7268273925 [72, 71]
156.940459222 7.22720751207 [82, 87]
131.253601211 9.21687899068 [88, 77]
72.5081416529 14.4756819792 [81, 75]
90.0975283089 13.0394970933 [74, 85]
47.12482896 22.2531301411 [69, 81]
6.83581325152 43.6807370183 [70, 66]
163.266620091 0.973558630582 [85, 88]
187.737978141 0.349093010633 [89, 87]

63.3634829482 22.1860053946 [76, 75]
106.901949658 12.4963857736 [78, 83]
38.0046245979 35.1084005861 [72, 71]
156.210982703 7.60729422413 [82, 87]
130.491810445 9.59707325367 [88, 77]
71.6724486865 14.8561605048 [81, 75]
89.2839629143 13.4198979865 [74, 85]
46.2572036081 22.6340290738 [69, 81]
5.91750403507 44.0627942122 [70, 66]
162.545101927 1.353307304 [85, 88]
187.047245118 0.728807928801 [89, 87]

65.24152162 22.3609401678 [76, 75]
108.726337068 12.6740585124 [78, 83]
39.9139122974 35.2796839183 [72, 71]
157.97460794 7.78634845828 [82, 87]
132.287128715 9.77556524216 [88, 77]
73.540248447 15.0331664494 [81, 75]
91.1300604875 13.5973097713 [74, 85]
48.1563218801 22.8088372503 [69, 81]
7.86633181585 44.2315473293 [70, 66]
164.300921802 1.53412870776 [85, 88]
188.772871672 0.9098057954 [89, 87]
240.21 0.5525 [92, 90]

65.4016024078 22.6211894248 [76, 75]
108.913873575 12.9342351479 [78, 83]
40.0580015778 35.540030026 [72, 71]
158.193239135 8.04648845102 [82, 87]
132.489541185 10.0357201479 [88, 77]
73.7055689378 15.2933607709 [81, 75]
91.3064869459 13.8574933283 [74, 85]
48.3056153056 23.0690898652 [69, 81]
7.99018669061 44.4919605482 [70, 66]
164.523547345 1.7942218282 [85, 88]
189.01094847 1.16989423535 [89, 87]
240.480553501 0.81258576126 [92, 90]

62.1371957199 22.4895161544 [76, 75]
105.610633614 12.8175118688 [78, 83]
36.8162132218 35.3884189557 [72, 71]
154.846018957 7.93730848936 [82, 87]
129.165260714 9.92347018136 [88, 77]
70.4337512323 15.1729966253 [81, 75]
88.0189609988 13.7393451739 [74, 85]
45.056466225 22.9367253447 [69, 81]
4.77701780682 44.3265338574 [70, 66]
161.170677575 1.69469106374 [85, 88]
185.636224498 1.07132700307 [89, 87]
237.059894596 0.714569967388 [92, 90]

59.6257976408 22.0407980912 [76, 75]
103.124114544 12.3637205894 [78, 83]
34.2903244331 34.9464667003 [72, 71]
152.387676348 7.48095741726 [82, 87]
126.692221503 9.46816090238 [88, 77]
67.9271011119 14.7204408585 [81, 75]
85.5223745546 13.28603742 [74, 85]
42.5352931741 22.4882418542 [69, 81]
2.2327936049 43.8892698742 [70, 66]
158.715954447 1.23506557752 [85, 88]
183.19550253 0.611374546287 [89, 87]
234.648601401 0.254430382321 [92, 90]

58.8404934626 21.6566828321 [76, 75]
102.394558687 11.9640614224 [78, 83]
33.4725498007 34.5830813077 [72, 71]
151.721257667 7.07345526035 [82, 87]
125.992871008 9.06385071205 [88, 77]
67.1524360518 14.3245671983 [81, 75]
84.7702599522 12.8878597341 [74, 85]
41.7280854602 22.1048453064 [69, 81]
1.37393339357 43.5402489536 [70, 66]
158.057646214 0.817530890874 [85, 88]
182.568567781 0.19283804934 [89, 87]
234.087609983 -0.164679459959 [92, 90]

59.137320491 21.6730834886 [76, 75]
102.64899863 11.9833817295 [78, 83]
33.7940650687 34.5955882221 [72, 71]
151.927692562 7.09424873558 [82, 87]
126.224344927 9.08404463231 [88, 77]
67.4411738463 14.3431764643 [81, 75]
85.0418519716 12.9069017709 [74, 85]
42.0415663899 22.1211109656 [69, 81]
1.72668723358 43.5500577538 [70, 66]
158.257914496 0.840208800945 [85, 88]
182.744981883 0.215704131916 [89, 87]
234.213885434 -0.141705684514 [92, 90]

60.1489193957 21.8179158199 [76, 75]
103.631962917 12.1413085302 [78, 83]
34.8223421263 34.7229573386 [72, 71]
152.878227014 7.25878261301 [82, 87]
127.191794506 9.24588953931 [88, 77]
68.4473080649 14.4979142856 [81, 75]
86.036403353 13.0635805451 [74, 85]
43.0644158461 22.2653378415 [69, 81]
2.77606752446 43.6653259791 [70, 66]
159.20428309 1.01319426303 [85, 88]
183.675235773 0.389533537133 [89, 87]
235.110268134 0.0326067171915 [92, 90]

62.1617223064 21.8674364473 [76, 75]
105.595492595 12.1983922748 [78, 83]
36.8638440943 34.7623915445 [72, 71]
154.785952808 7.31968247966 [82, 87]
129.128627131 9.30523630766 [88, 77]
70.4507075759 14.5531561361 [81, 75]
88.0198716097 13.1199434532 [74, 85]
45.0965782281 22.3145087694 [69, 81]
4.85388304005 43.6977709397 [70, 66]
161.104840453 1.07897560462 [85, 88]
185.548063638 0.455802324275 [89, 87]
236.924811891 0.0991544739402 [92, 90]
20.3625 42.340625 [76, 63]

62.3671686678 21.8775126196 [76, 75]
105.782528805 12.2108200258 [78, 83]
154.952138796 7.33329676683 [82, 87]
129.305688417 9.31836769434 [88, 77]
70.6526405083 14.5650111922 [81, 75]
88.2143575496 13.1321470766 [74, 85]
45.3092579445 22.3244762106 [69, 81]
5.08362031506 43.7025378229 [70, 66]
161.268348071 1.09410767509 [85, 88]
185.701210575 0.471085954809 [89, 87]
237.05618191 0.114524843711 [92, 90]
