0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
0.254 0.468700153506 [127, 7, 4, 29, 29, 19, 10]
0.814 0.0852664658392 [407, 60, 18, 6, 19, 59, 24]
0.216 0.788719821583 [108, 12, 10, 12, 65, 13, 39]
0.008 1.29699161466 [4, 41, 11, 48, 2, 11, 22]
0.638 0.278636242568 [319, 11, 75, 96, 5, 47, 100]
0.218 0.744396631713 [109, 10, 68, 42, 4, 4, 11]
0.83 -0.163891208397 [415, 19, 5, 94, 108, 0, 5]
0.07 1.05075829092 [35, 4, 21, 4, 56, 38, 18]
0.0 1.66 [0, 17, 43, 30, 40, 3, 87]
0.058 1.12272972554 [29, 2, 23, 11, 56, 22, 43]
0.662 0.256667290548 [331, 30, 29, 41, 80, 134, 30]
0.194 0.919269606049 [97, 0, 39, 17, 26, 43, 10]
0.03 1.19489622399 [15, 6, 13, 30, 4, 78, 11]
0.448 0.442136857836 [224, 102, 25, 1, 39, 49, 45]
0.438 0.462760187513 [219, 4, 5, 16, 194, 24, 5]
0.242 0.740932544365 [121, 10, 102, 10, 27, 4, 46]
0.002 1.41663421247 [1, 49, 31, 2, 9, 0, 66]
0.636 0.332689375281 [318, 13, 48, 7, 158, 112, 12]
0.034 1.18432098763 [17, 69, 4, 8, 13, 14, 37]

0.244 0.704163908363 [122, 46, 80, 8, 44, 3, 6]
0.052 1.17516690322 [26, 43, 13, 52, 59, 1, 1]
0.656 0.2761452787 [328, 70, 131, 45, 68, 28, 22]
0.454 0.352542082388 [227, 44, 2, 17, 18, 125, 19]
